2016-10-13 05:44:58,155 	 <Dispatcher> 	 Level 45 	 missing	1476315898	4607099.5	1.88946974277	185.056686401	438.28125	-99.0	-99.0	-1.0	-1.0	4607099.5	
2016-10-13 05:44:58,162 	 <Dispatcher> 	 Level 45 	 missing_raw	1476315898	32.0	192.0	208.0	409.0	-99.0	-99.0	-1.0	-1.0	32.0	
2016-10-13 05:45:38,161 	 <Dispatcher> 	 Level 45 	 missing	1476315938	4641492.5	5.08478546143	201.644058228	620.8984375	-99.0	-99.0	-1.0	-1.0	4641492.5	
2016-10-13 05:45:38,169 	 <Dispatcher> 	 Level 45 	 missing_raw	1476315938	48.0	211.0	215.0	426.0	-99.0	-99.0	-1.0	-1.0	48.0	
2016-10-13 05:46:18,168 	 <Dispatcher> 	 Level 45 	 missing	1476315978	4852920.0	2.84033846855	188.296096802	459.765625	-99.0	-99.0	-1.0	-1.0	4852920.0	
2016-10-13 05:46:18,176 	 <Dispatcher> 	 Level 45 	 missing_raw	1476315978	37.0	200.0	208.0	411.0	-99.0	-99.0	-1.0	-1.0	37.0	
2016-10-13 05:46:58,170 	 <Dispatcher> 	 Level 45 	 missing	1476316018	4661265.5	2.31316375732	169.431747437	663.8671875	-99.0	-99.0	-1.0	-1.0	4661265.5	
2016-10-13 05:46:58,177 	 <Dispatcher> 	 Level 45 	 missing_raw	1476316018	18.0	176.0	203.0	430.0	-99.0	-99.0	-1.0	-1.0	18.0	
2016-10-13 05:47:38,175 	 <Dispatcher> 	 Level 45 	 missing	1476316058	4191536.25	1.38565802574	172.481338501	406.0546875	-99.0	-99.0	-1.0	-1.0	4191536.25	
2016-10-13 05:47:38,182 	 <Dispatcher> 	 Level 45 	 missing_raw	1476316058	23.0	183.0	204.0	406.0	-99.0	-99.0	-1.0	-1.0	23.0	
2016-10-13 05:48:18,183 	 <Dispatcher> 	 Level 45 	 missing	1476316098	4469762.5	1.36688172817	160.504989624	556.4453125	-99.0	-99.0	-1.0	-1.0	4469762.5	
2016-10-13 05:48:18,191 	 <Dispatcher> 	 Level 45 	 missing_raw	1476316098	10.0	166.0	201.0	420.0	-99.0	-99.0	-1.0	-1.0	10.0	
